Eliminate?,Title,NWits,Note JBC
,"Mechthild von Hackeborn: 'Liber specialis gratiae', dt.",23,
,Mechthild von Magdeburg: 'Das fließende Licht der Gottheit',20,
,Medizinische Sammelhandschrift,73,medical collection
,Medizinischer Text,33,Medical text
,Meffrid: Lieder,2,
,Meinloh von Sevelingen: Lyrik,2,
,"Meißner, Hans: 'Die bestrafte Kaufmannsfrau'",1,
,Meister Albertin: Pferdemittelsammlung,1,
,Meister Albrant: 'Roßarzneibuch',65,
,Meister Alexander (Der Wilde Alexander): Lyrik,4,
,Meister Alexander / 'Meister Alexanders Monatsregeln',11,
,Meister Altswert: 'Das alte Schwert',3,
,Meister Altswert: 'Der Kittel',3,
,Meister Altswert: 'Der Spiegel',3,
,Meister Altswert: 'Der Tugenden Schatz',3,
,Meister Anshelmus: Rezept,1,
,Meister Berchtold: Arzneibuchkompilation,1,
,Meister Berchtold: Rezeptar,1,
,Meister Bernart: Aufzählung von Ablässen,1,
,"Meister des Lehrgesprächs: 'Des menschen adel, val vnd erlösunge'",1,
,Meister des Lehrgesprächs: 'Gratia-Dei-Traktat',1,
,Meister des Lehrgesprächs: 'In-principio-Dialog',1,
,Meister Eckhart: 'Reden der Unterscheidung',31,
,Meister Eckhart: 'Von abegescheidenheit',24,
,Meister Eckhart: Predigt,104,
,Meister Eckhart: Spruchsammlung,28,
,Meister Eger: Pestrezepte,1,
,Meister Gebhart I: 'Van dem sacrament',1,
,Meister Gerhard: Predigten,3,
,Meister Hans: 'Von allerley kochen',1,
,Meister Heinrich I: 'Von den phaffen vnd pheffin',1,
,Meister Heinrich von Braunschweig: Skorbutregimen,1,
,Meister Heinrich zu Nürnberg: Sammlung von dt. Quaestionen,7,
,Meister Heinzelin: 'Von den sieben Tagzeiten',2,
,Meister Heinzelin: 'Von den zwölf Räten Christi',1,
,Meister Ingold: 'Guldîn spil',8,
,Meister Ingold: Predigten,8,
,Meister Irregang: Reimrede,1,
,Meister Konrad: Rezept,1,
,Meister Kron: Fechtkunst,1,
,Meister Lorenz: Rezepte,1,
,Meister Sigeher: Lyrik,5,
,Meister Singauf: Lyrik,1,
,Meister Stenzel: Diätetischer Lehrbrief (Steinregimen),1,
,Meister Ulrich: Rezepte,1,
,Meister Wichwolt [früher: Babiloth]: 'Cronica Allexandri des grossen konigs',16,
,Meister Wilhelm: 'Fünf Spiegel der Selbsterkenntnis',4,
,"Meister Wilhelm: Bußpredigt (Ps 88,15)",3,
,"Meisterlin, Sigismund: 'Augsburger Chronik'",20,
,"Meisterlin, Sigismund: 'Legenda nova St. Sebaldi', dt.",3,
,"Meisterlin, Sigismund: 'Nürnberger Chronik'",9,
,"Melber, Johannes, aus Gerolzhofen: Wörterbuch",2,
,"Melchior von Königshofen: 'Secretum secretorum', dt.",4,
,"Menger, Konrad: 'Sermo de natiuitate domini', dt.",1,
,"Mennel, Jakob: 'Die Seligen und Heiligen des Hauses Habsburg'",2,
,"Mennel, Jakob: 'Fürstliche Chronick genannt Kayser Maximilians Geburtsspiegel'",6,
,"Mennel, Jakob: 'Kayser Maximilians besonder buch genant der Zaiger'",1,
,"Mennel, Jakob: Heiligenkalender",2,
,"Merbot, Cunrad, von Weida: Beichtformel",1,
,"Merswin, Cuntz (?): 'Memoriale de praerogativa Romani imperii'",1,
,"Merswin, Rulman (?): 'Leben Jesu' ('Von der geistlichen Spur')",5,
,"Merswin, Rulman: 'Briefbuch'",1,
,"Merswin, Rulman: 'Großes Deutsches Memorial'",1,
,"Merswin, Rulman: 'Neunfelsenbuch'",36,
,"Merz, Martin: Büchsenmeisterbuch",2,
,Meßauslegung,6,
,Messe von St. Sophia,1,
,Messerklärung,19,
,Meßformulare,2,
,"Meßgebet 'Trina oratio', dt.",9,
,"Metlinger, Bartholomäus: 'Kinderbüchlein'",2,
,"Meyer, Bertold: 'Legenden und Geschichten des Klosters St. Ägidien zu Braunschweig'",2,
,"Meyer, Johannes: 'Ämterbuch'",7,
,"Meyer, Johannes: 'Buch der Ersetzung'",8,
,"Meyer, Johannes: 'Buch der Reformacio Predigerordens'",4,
,"Meyer, Johannes: 'Chronik des Inselklosters St. Michael in Bern'",1,
,"Meyer, Johannes: 'Epistel brieffe zu den swestern brediger ordens'",2,
,"Meyer, Johannes: 'Exzerptum aus dem Adelhauser Schwesternbuch'",3,
,"Meyer, Johannes: 'Kaiserchronik Predigerordens'",4,
,"Meyer, Johannes: 'Ordenschronik von 1481'",2,
,"Meyer, Johannes: 'Ordenschronik von 1484'",2,
,"Meyer, Johannes: 'Papstchronik Predigerordens'",6,
,"Meyer, Johannes: 'Vitas fratrum, Leben der Brüder Predigerordens'",7,
,"Meyer, Johannes: Redaktion der 'Schwesternleben von Töß' der Elsbeth Stagel",1,
,"Meyer, Johannes: Verzeichnis der Provinzialprioren der Teutonia",7,
,"Meyer, Judaeus: Rezepte",1,
,Michael de Leone: 'Hausbuch',2,
,Michael de Leone: 'Manuale',1,
,"Michael de Massa: 'Vita Christi', erste (ndl.) Übersetzung",58,
,"Michael de Massa: 'Vita Christi', zweite (moselfrk.) Übersetzung",12,
,"Milíc, Jan, von Kremsier: Predigt, dt.",2,
,Minnelehre,1,
,Minneleich,1,
,"Minner, Hans: 'Chirurgia parva' Guys de Chauliac, dt. Übersetzung und Bearbeitung",1,
,"Minner, Hans: 'Großes Minner-Glossar'",1,
,"Minner, Hans: 'Kleines Minner-Glossar'",1,
,"Minner, Hans: 'Kräuterbuch'",1,
,"Minner, Hans: 'Lilium medicinae' Bernhards von Gordon, dt. Übersetzung und Bearbeitung",1,
,"Minner, Hans: 'Tierbuch'",1,
,"Minner, Hans: Pflanzenglossar I",1,
,"Minner, Hans: Pflanzenglossar II",1,
,Minnetexte,1,
,Mirakel von St. Leonhard in Inchenhofen,1,
,"Mittenauer, Lorenz (?): 'Conversacio primi parentis ad genus humanum ab eo procreatum', dt.",1,
,"Modus epistolandi deutsch (auch: Große und kleine Ulmer Rhetorik, Hirschfelder-Rhetorik)",2,
,"Molitoris, Ulrich: 'Advokatenordnung'",1,
,"Molitoris, Ulrich: 'Gewerbeordnung'",1,
,Monatsregeln aus dem 'Korpus der Klostermedizin',3,
,Monatsregeln Daz sprichet Januarius,1,
,Mönch von Heilsbronn: 'Buch der Sieben Grade',3,
,Mönch von Heilsbronn: 'Buch von den sechs Namen des Fronleichnams',70,
,Mönch von Salzburg: 'Das guldein ABC',12,
,Mönch von Salzburg: Lieder,133,
,Mönch von Salzburg: Planetenkinderverse,5,
,"Mönch, Philipp: Büchsenmeisterbuch",1,
,Mondwahrsagetexte (deutsche),4,
,Mondwahrsagetexte (deutsche): Mondbücher nach den 28 Mondstationen,3,
,Mondwahrsagetexte (deutsche): Zodiakalmondbücher,4,
,"Montigel, Rudolf: Lied über die Schlacht bei Grandson (1476)",6,
,"Montigel, Rudolf: Lied von der 'Ewigen Richtung' zwischen Österreich und den Eidgenossen (1474)",1,
,Morgenrot: 'Spruch von Glück und des Menschen Sinn',2,
,"Moser, Ludwig: 'Ars moriendi' des Wilhelm Textoris, dt. Übersetzung",1,
,"Moser, Ludwig: 'Bereittung zu dem heiligen sacrament'",2,
,"Moser, Ludwig: 'Der guldin Spiegel des Sünders'",1,
,"Moser, Ludwig: Andachtsübung Johannes Gersons, dt. Übersetzung",1,
,"Moser, Ludwig: Gebete",1,
,"Möttinger, Hans: Lied",1,
,"Muffel, Nikolaus: 'Gedenkbuch'",3,
,"Muffel, Nikolaus: 'Von dem Ablaß und den heiligen Stätten zu Rom'",1,
,"Mühlwanger, Koloman: Chronik von Goisern (1. Fassung)",2,
,"Mulberg, Johannes: 'Die sieben Farben gaistlich bruoder Mulbergs'",1,
,"Mulberg, Johannes: 'Ein prophecy'",2,
,"Mulberg, Johannes: 'Zehn töd und ermanung des inwendigen lydens ... Jhesu Cristi'",1,
,"Mulberg, Johannes: Geistlicher Sendbrief an Klosterschwestern",1,
,"Mulberg, Johannes: Predigt von der Wüste am Sonntag Trinitatis",1,
,"Mulberg, Johannes: Predigten über das erste Weltzeitalter",1,
,"Muler, Andreas: Rezepte",1,
,"Muleysen, Johannes: Predigten",1,
,Mülich von Prag: Lieder und Sprüche,2,
,"Mülich, Hektor: Chronik",2,
,"Mülich, Jörg: Bericht über eine Pilgerreise nach Jerusalem",3,
,"Müller, Bernhard: Familienbuch",1,
,"Mulner, Sebald: Konsilium",1,
,"Mulner, Sebald: Pharmakologischer Traktat",1,
,"Mulner, Sebald: Rezeptar",1,
,"Münch, Fritz: 'Kunst zu den lauffenden rossen'",1,
,Münchner Stadtrecht für Aibling,1,
,Münchner Stadtrecht für Wasserburg,6,
,"Münnerstadt, Johannes: Glossar, lat.-dt.",1,
,"Münnerstadt, Johannes: Kirchweihpredigten",1,
,"Münsinger, Heinrich: 'Bůch von den falcken, hebichen, sperbern, pferden vnd huenden'",10,
,"Münsinger, Heinrich: 'Pestbüchlein'",1,
,"Münsinger, Heinrich: 'Regimen sanitatis in fluxu catarrhali ad pectus', dt.",1,
,"Münsinger, Heinrich: 'Wundärztliches Manual', dt.",1,
,"Müntzmeister, Konrad: 'Klystierlehre'",1,
,"Münzer, Hieronymus: Pest-Konsilium",2,
,Muskatblut: Lieder,39,
,"Nachtigall, Konrad: Lieder",2,
,"Nachtigall, Michel: Mailied",1,
,"Nadler, Andre: Lied über das Soldatenleben",1,
,"Naker, Liborius: Tagebuch",1,
,"Nater, Conrad: 'Regula novitiorum', dt.",1,
,Neidhart: Lyrik,28,
,Nestler von Speyer: Lieder,2,
,"Neujahrsprognosen (Christtagsprognosen, 'Esdras' Weissagungen')",42,
,"Niccolò da Poggibonsi: Pilgerbericht, dt.",1,
,Niclas Humilis: '37 Grade und Namen der Liebe',3,
,"Niclas Humilis: 'Speculum noviciorum [...]', dt. Zusammenfassung",1,
,"Nicolaus Salernitanus: 'Antidotarium Nicolai', dt.",9,
,"Nider, Johannes: 'Betrachtungen zu den Mahlzeiten für jeden Wochentag'",1,
,"Nider, Johannes: 'Die 24 goldenen Harfen'",41,
,"Nider, Johannes: 'Formicarius', mndl.",1,
,"Nider, Johannes: 'Geistliche Gemahelschaft'",2,
,"Nider, Johannes: Gebet zum gekreuzigten Christus",1,
,"Nider, Johannes: Predigten",10,
,"Nider, Johannes: Sendbriefe",15,
,Niemand: 'Die drei Mönche von Kolmar',1,
,"Nigri, Petrus: 'Der Stern Meschiah'",1,
,Niklas von Salzburg: Predigten,6,
,Niklas von Wyle: 'Wie man aim yeden in sinem stande ain gebürlich überschrift setzen sölt' (18. Transl.),1,
,Niklas von Wyle: Übersetzung von 'Die athenischen Räte' (7. Transl.),2,
,Niklas von Wyle: Übersetzung von Aeneas Silvius 'De duobus amantibus' (1. Transl.),9,
,Niklas von Wyle: Übersetzung von Aeneas Silvius 'De remedio amoris' (3. Transl.),2,
,"Niklas von Wyle: Übersetzung von Aeneas Silvius, Brief an Herzog Sigismund von Tirol (10. Transl.)",1,
,Niklas von Wyle: Übersetzung von Boccaccio 'Decamerone' IV 1 (2. Transl.),5,
,"Niklas von Wyle: Übersetzung von Felix Hemmerli, 'Contra validos mendicantes' (9. Transl.)",2,
,"Niklas von Wyle: Übersetzung von Lukian, 'Asinus' in der lat. Übersetzung Poggio Bracciolinis (13. Transl.)",1,
,"Niklas von Wyle: Übersetzung von Poggio Bracciolini, 'Disceptatio convivalis' I (5. Transl.)",1,
,"Niklas von Wyle: Übersetzung von Poggio Bracciolini, Brief an Leonardo Bruni (11. Transl.)",1,
,"Niklas von Wyle: Übersetzung von Pseudo-Bernhard von Clairvaux, 'Epistola de cura domestica ad Raimundum militem' (8. Transl.)",2,
,Nikolaus der Kartäuser: Die sieben Bußpsalmen und Gebete,1,
,Nikolaus der Kartäuser: Predigten,3,
,Nikolaus der Wilhelmiter: Predigtspruch,1,
,"Nikolaus van Gouda: 'Tractatus de stomacho', dt.",1,
,Nikolaus vom Schwert: 'Pesttraktat',2,
,"Nikolaus von Astau: 'Visiones Georgii', dt.",3,
,Nikolaus von Birkenfeld: 'Experimenta',1,
,Nikolaus von Dinkelsbühl-Redaktor: 'Ave Maria'-Auslegung,3,
,"Nikolaus von Dinkelsbühl-Redaktor: 'Tractatus octo', dt.",10,
,Nikolaus von Dinkelsbühl-Redaktor: 'Vaterunser'-Auslegung,8,
,Nikolaus von Dinkelsbühl-Redaktor: Jahrespredigten,18,
,"Nikolaus von Dinkelsbühl: Gutachten 'De XXIV senioribus' (1420), dt. Übersetzung",1,
,Nikolaus von Dinkelsbühl: Predigt über das Übel des Privateigentums im Kloster,5,
,Nikolaus von Essen: Gesundheitsanweisung,1,
,Nikolaus von Flüe: Reimgebet ('Klausens gewonlich bet'),8,
,Nikolaus von Flüe: Spruch 'Das nützest',9,
,Nikolaus von Flüe: Spruch 'Wir sellen Got also lieb han',1,
,Nikolaus von Freiburg: 'Klistierlehre',1,
,Nikolaus von Gießen: Predigten,1,
,Nikolaus von Jauer: Predigten,2,
,Nikolaus von Jeroschin: 'Kronike von Pruzinlant',14,
,Nikolaus von Jeroschin: 'Sent Adalbrechtes leben',1,
,Nikolaus von Kittlitz: Gebet,1,
,"Nikolaus von Kosel, Rapuarius (lat., dt., tschechisch)",1,
,Nikolaus von Kues: 'Vaterunser-Predigt' (I) = Sermo XXIV (1441),10,
,Nikolaus von Kues: 'Vaterunser-Predigt' (II) = Sermo LXXVI (Wien 1451),4,
,Nikolaus von Landau: Predigten,3,
,Nikolaus von Löwen: 'Erweitertes Pflegermemorial',1,
,Nikolaus von Löwen: 'Großes Deutsches Memorial',1,
,Nikolaus von Löwen: 'Pflegermemorial',2,
,"Nikolaus von Lyra: 'Psalmenpostille', dt.",1,
,Nikolaus von Mumpelier: 'Hübsch Chirurgia',1,
,Nikolaus von Paris: 'Von silber unde von golde',2,
,Nikolaus von Polen: 'Schlangenhemdtraktat',2,
,Nikolaus von Rotenhaslach: Rezept,1,
,Nikolaus von Straßburg: Predigten,14,
,Niune: Lieder,2,
,"Nolt, Heinrich: Eucharistiepredigt",1,
,Nonnengelöbnis,1,
,Notker III. von St. Gallen: 'Categoriae',2,
,Notker III. von St. Gallen: 'Computus' (dt. Fassung),1,
,Notker III. von St. Gallen: 'De arte rhetorica',2,
,Notker III. von St. Gallen: 'De consolatione philosophiae',3,
,Notker III. von St. Gallen: 'De definitione',2,
,Notker III. von St. Gallen: 'De interpretatione',1,
,Notker III. von St. Gallen: 'De materia artis rhetoricae',1,
,Notker III. von St. Gallen: 'De musica',5,
,Notker III. von St. Gallen: 'De partibus logicae',6,
,Notker III. von St. Gallen: 'De syllogismis',1,
,Notker III. von St. Gallen: 'Martianus Capella',1,
,Notker III. von St. Gallen: Psalmenübersetzung,15,
,Noydekijn: 'Die Waffen des Königs Ehre',1,
,"Nuhn, Johannes: 'Chronica und altes Herkommen der Landtgrawen zu Döringen und Hessen und Marggraven zu Meißen'",5,
,"Nuhn, Johannes: 'Chronologia'",1,
,"Nunnenbeck, Lienhard: 'Fastnachtbräuche der Metzger' (Reimpaarspruch)",1,
,"Nunnenbeck, Lienhard: Meisterlieder",3,
,Nürnberger Handwerksordnung,1,
,Nyssing: Reimgedicht über die Osnabrücker Unruhen von 1488-90,1,
,Oberdeutsche Bibeldrucke / 'Koberger-Bibel' (Abschrift),2,
,Oberdeutsche Bibeldrucke / 'Mentelin-Bibel' (Abschrift),11,
,Oberdeutsche Bibeldrucke / 'Pflanzmann-Bibel' (Abschrift),1,
,Oberdeutsche Bibeldrucke / 'Zainer-Bibel' I (Abschrift),1,
,Oberdeutsche Bibeldrucke / 'Zainer-Bibel' II (Abschrift),2,
,Oberrheinischer Revolutionär: 'Buch der hundert Kapitel und der vierzig Statuten',1,
,"Odorico de Pordenone: 'Reise nach China', dt.",1,
,"Offenbach, Heinrich: 'Konstanzer Münzordnung von 1240', dt.",1,
,"Offenburg, Henman: 'Chronik'",1,
,"Öhem, Gallus: 'Chronik des Bistums Konstanz'",1,
,"Öhem, Gallus: 'Cronick des gotzhuses Rychenowe'",10,
,"Ohnsorge, Johann: 'Spruch vom Haushalten'",1,
,Oldenburger Stadtrechtsbuch,1,
,Ordensregel,9,
,Ordensregel (für Eremiten?),1,
,Ordensregel für Nonnen,4,
,Ordinarium des Klarissenordens,1,
,Ortenburger Prognostiker: Astrologische Zettelsammlung,1,
,"Ortlieb von Straßburg: 3 Punkte aus der Ketzerlehre, mndl.",1,
,Ortolf von Baierland: 'Arzneibuch',143,
,"Öser, Irmhart: 'Epistel des Rabbi Samuel an Rabbi Isaac'",62,
,"Ostermayr, Wolfgang: Passionspredigt, dt.",2,
,"Österreicher, Heinrich: 'De re rustica' des Columella, dt.",1,
,Österreichischer Anonymus: 'Geschrift und Weisung für die Fahrt zum Hl. Grab',1,
,Österreichischer Bibelübersetzer: '(Klosterneuburger) Evangelienwerk',27,
,Österreichischer Bibelübersetzer: 'Büchlein vom Antichrist',4,
,Österreichischer Bibelübersetzer: 'Büchlein vom Jüngsten Gericht',2,
,Österreichischer Bibelübersetzer: 'Ketzertraktat',3,
,Österreichischer Bibelübersetzer: 'Psalmenkommentar',73,
,Österreichischer Bibelübersetzer: 'Schlierbacher Altes Testament',6,
,Österreichischer Bibelübersetzer: 'Von den Festen der Juden und Christen',2,
,Österreichischer Bibelübersetzer: 'Von der juden jrrsall',2,
,Österreichischer Bibelübersetzer: 'Zwei Vorreden zur Verteidigung der deutschen Bibel',11,
,Österreichischer Bibelübersetzer: Kleine Schriften (Wiener Traktatehandschrift),2,
,"Österreichischer Bibelübersetzer: Proverbia und Ecclesiastes, dt.",3,
,Österreichischer Bibelübersetzer: Sog. 'Fürstenspiegel All hie ist mit fleiss ze mericken',2,
,Österreichischer Bibelübersetzer: Übertragung der 'Disputatio Iudaeorum contra Anastasium' des Paschalis von Rom,2,
,"Ostmann, Ott (?): 'Vom Hussenkrieg ein Gesang'",1,
,"Oswald der Schreiber: 'Priesterkönig Johannes' ('Presbyterbrief'), dt.",1,
,Oswald von Wolkenstein: 'Cisioianus',4,
,Oswald von Wolkenstein: Lieder,21,
,Oswald von Wolkenstein: Reimpaarreden,3,
,Otfrid von Weißenburg: 'Evangelienbuch',6,
,Otloh von St. Emmeram: Gebet,1,
,"Ott, der Jude: Ringerlehre",4,
,Otte: 'Eraclius',3,
,Otte: 'Zehntausend Märtyrer',1,
,"Öttinger, Konrad: 'Aufruf wider die Hussiten'",2,
,Otto der Rasp: 'Dye ansprach des Teuffels gegen unseren Herren',1,
,Otto II. von Freising: 'Barlaam und Josaphat',1,
,Otto IV. von Brandenburg: Lieder,1,
,Otto von Botenlauben: Lyrik,5,
,Otto von Passau: 'Die 24 Alten',171,
,Otto zum Turm: Lieder,1,
,Ottokar von Steiermark: 'Steirische Reimchronik',12,
,"Overstolz, Werner: 'Overstolzbuch'",1,
,Papst Benedikt XII.: 'Tagzeiten vom Altarsakrament',1,
,Papst Calixtus Ablaßgebet / 'Sankt Calixtus Paternoster',5,
,"Papst Clemens V.: Bulle 'Exivi de paradiso', dt.",7,
,Papst Clemens VI.: Gebete und Betrachtungen,1,
,Papst Clemens' Roßarzt,3,
,Papst Honorius III.: Deutschordensprivilegien,1,
,"Papst Nikolaus III.: Bulle 'Exiit qui seminat', dt.",7,
,"Papst Urban IV.: Bulle zum Fronleichnamsfest, dt.",5,
,Papst Urban V.: Simonie-Konstitution 'Ne in vinea domini' vom 4.4.1369,6,
,"Pärger, Friedrich: Rezepte",1,
,"Paschalis von Rom: 'Disputatio Iudaeorum contra Anastasium', anonyme dt. Übersetzungen a und b",2,
,Passionsbetrachtung,39,?
,Passionserzählung,26,Récit de la passion
,Passionsgedichte,5,
,Passionsharmonie,13,
,Passionsperikopen der Evangelien,3,
,"Passionstraktat nach den Tagzeiten, dt.",5,
,Pastor von Groningen: Predigt,1,
,"Pauli, Johannes: Predigten",1,
,"Paulinus, Johannes: 'Natternhemdtraktat'",21,
,"Paulus de Middelburg: 'Iudicium anni 1481', dt. (Jahresprognostik)",1,
,"Paumgartner, Konrad: Geschlechterbuch",2,
,"Pelagius (Pseudo-Hieronymus): 'Epistola ad Demetriadem' (PL 30, 15A-45A), dt.",3,
,"Perger, Bernhard: 'Kalender für Kaiser Friedrich III.'",2,
,"Person, Gobelinus: 'Leven unses hl. vaders S. Maynulphi'",1,
,"Person, Gobelinus: 'Sunte Liborius leven'",1,
,Pestregimen,24,
,Peter Eckel von Haselbach: 'Passionstraktat',2,
,Peter Eckel von Haselbach: 'Traktat von den Leiden Mariä',2,
,Peter Eckel von Haselbach: Predigten,1,
,Peter van Zirn: Einträge in einem Lehrerhandbuch,1,
,Peter von Arberg: Lyrik,26,
,Peter von Breslau: Predigten,1,
,Peter von Danzig: 'Die glos und die auslegung der kunst des kampffechtens',1,
,Peter von Gengenbach: Predigten,1,
,Peter von Molsheim: 'Chronik der Burgunderkriege',6,
,Peter von Münster: Rezeptar,1,
,Peter von Reichenbach: Geistliches Tagelied,2,
,Peter von Retz: Reimpaarspruch über die Schlacht bei Schiltarn (1396),1,
,Peter von Sachsen: Marienlied,3,
,Peter von Straßburg II: Historisches Lied,1,
,Peter von Ulm: 'Älteres Ulmer Manual',1,
,Peter von Ulm: 'Cirurgia',2,
,Peter von Worms: Pflasterrezept,1,
,"Peters, Gerlach: Briefe",1,
,"Peterswald, Jakob: 'Die sieben Farben'",1,
,"Petrarca, Francesco: 'De remediis utriusque fortune', dt.",1,
,"Petrarca, Francesco: 'Historia Griseldis' (Sen. XVII 3), dt.",1,
,"Petrarca, Francesco: 'Seniles XI 11' (Brief an Lombardo da Serico), dt.",1,
,"Petrus Damiani: 'Institutio monialis' Kap. 6, dt. = 'Sündenspiegel'",2,
,"Petrus Damiani: 'Tedeum', dt.",1,
,Petrus Damiani: Sentenzen vom Leiden Christi,3,
,"Petrus de Alliaco: 'Devota meditatio super Ps 30,1-6', dt.",1,
,"Petrus de Alliaco: 'Epilogus de quadruplici exercitio spirituali', dt.",3,
,"Petrus de Alliaco: 'Le jardin amoureux de l'âme dévote', mndl.",1,
,"Petrus de Alliaco: 'Meditatio super septem psalmos poenitentiales', dt.",2,
,"Petrus de Crescentiis: 'Ruralium commodorum libri XII', dt.",4,
,"Petrus Hispanus: 'Thesaurus pauperum'-Florilegien, dt.",9,
,Petrus von Ainstetten: 'Puch von menschlicher aigenschaft',1,
,"Petrus von Rosenheim: 'Roseum memoriale divinorum eloquiorum', dt.",2,
,"Peuger, Lienhart: Reimpaarrede 'Ein jungeling der welt chind'",2,
,"Peuger, Lienhart: Reimpaarrede 'Ein spruch uber das Ave Maria'",1,
,"Peuger, Lienhart: Reimpaarrede 'Ein spruch uber das Salve regina'",1,
,"Peuger, Lienhart: Reimpaarrede 'O münich'",1,
,"Peuger, Lienhart: Reimpaarrede 'Von chlagen der sunten leben'",1,
,"Peuger, Lienhart: Reimpaarrede 'Von der natur hitz'",1,
,"Peuger, Lienhart: Übersetzung der 'Orationes et meditationes' Anselms von Canterbury",2,
,"Peuntner, Thomas: 'Beichtbüchlein'",28,
,"Peuntner, Thomas: 'Betrachtung über das Ave Maria'",11,
,"Peuntner, Thomas: 'Betrachtung über das Vaterunser'",20,
,"Peuntner, Thomas: 'Büchlein von der Liebhabung Gottes'",76,
,"Peuntner, Thomas: 'Christenlehre'",19,
,"Peuntner, Thomas: 'Kunst des heilsamen Sterbens'",26,
,"Peuntner, Thomas: 'Liebhabung Gottes an Feiertagen'",19,
,Pfaffe Konrad: 'Rolandslied',7,
,Pfaffe Lambrecht: 'Alexanderlied',3,
,Pfaffe Lambrecht: 'Tobias',1,
,"Pfäffinger, Ursula: Tagebuch",1,
,Pfalz von Straßburg: Lieder,6,
,Pfarrer zu dem Hechte: 'Schachbuch',2,
,Pfeffel: Sprüche,1,
,"Pfettisheim, Konrad: Reimchronik über die Burgunderkriege",3,
,"Pfinzing, Jörg: Bericht über die Verbringung der Reichsinsignien nach Nürnberg",1,
,"Pfinzing, Jörg: Pilgerbericht über die Fahrt nach Jerusalem",1,
,Pflanzennamen,19,
,"Pflaum, Jakob: Deutscher Kalender",2,
,"Pflaundorfer, Heinz: 'Drogenkunde'",1,
,"Pflaundorfer, Heinz: 'Gedicht'",1,
,"Pflaundorfer, Heinz: 'Wundarzneibuch'",1,
,"Pflaundorfer, Heinz: Forensisches Gutachten",1,
,"Pflaundorfer, Heinz: Heilkundliches Kompendium",1,
,"Philipp von Bergamo: 'Speculum regiminis', dt. ('Spiegel der regeyrunge')",2,
,"Philipp, Pfalzgraf bei Rhein, Bischof von Freising: 'Kunst zu bösem gemecht'",1,
,"Piccolomini, Aeneas Silvius (Papst Pius II.): 'De miseria curialium', anonyme Übersetzung",1,
,"Piccolomini, Aeneas Silvius (Papst Pius II.): 'Epistula ad Mahumeten', dt. von Michael Christan",1,
,"Piccolomini, Aeneas Silvius (Papst Pius II.): 'Epistula Hannibalis ad Lucretiam', dt.",1,
,"Piccolomini, Aeneas Silvius (Papst Pius II.): Brief an G. Peregallo, dt. von Michael Christan",1,
,"Piccolomini, Aeneas Silvius: 'Historia austrialis', dt.",1,
,Pilgerstätten in und um Jerusalem,4,
,"Pinicianus, Johannes: Übersetzung von 'De reparatione lapsi' des Johannes Chrysostomus",1,
,"Pirckheimer, Caritas: Chronik des Nürnberger Klaraklosters, dt.",2,
,"Pirckheimer, Caritas: Weihnachtsansprache",1,
,"Platterberger, Johannes und Dietrich Truchseß: 'Excerpta chronicarum' (dt. Weltchronik)",6,
,"Pluntsch, Tilman: 'Münstereifeler Chronik'",1,
,Pochsfleisch: Reimpaarspruch,1,
,Polhaimerin: Rezepte,1,
,"Poll, Peter: Reimpaargedicht",1,
,"Polo, Marco: 'Reisen'",4,
,"Popplau, Kaspar: Der 'Rechte Weg'",1,
,"Porner, Hans: 'Gedenkbuch'",1,
,"Porner, Hans: 'Pilgerreise ins Heilige Land'",1,
,"Posser, Hieronymus (?): 'Traktat über tugendsames Leben und die Gnade Gottes'",1,
,"Posser, Hieronymus (?): 'Zehn Stücke für ein gute Beichte'",1,
,"Posser, Hieronymus (?): Profeßpredigt",1,
,"Posser, Hieronymus: 'Auslegung der Zehn Gebote'",12,
,"Posser, Hieronymus: Bearbeitung des 'Beichtbüchleins' des Thomas Peuntner",5,
,"Pot, Heinrich: Predigt über Eph 3,14",1,
,Pötze van Molenheim: Rezeptar,1,
,"Praunperger, Johann: 'Praktik' (Kurztraktat zur Salpeterherstellung)",1,
,"Prausser, Johannes: Traktat über die Witwenschaft, dt. von Felix Fabri",1,
,Predigt über 'Mulier cum parit',1,
,Predigt zu Mariä Himmelfahrt (Morvay/Grube T 203),5,
,Predigt zu Mariä Verkündigung (Der hochwirdig gruoz Marie),6,
,Predigt(en),436,"""sermons"""
,"Predigtbruchstück aus Wien, cod. 1653",1,
,Predigtkonzept aus Graz,1,
,Predigtmärlein vom Papst und Kaplan,15,
,"Preining, Jörg: Lieder",4,
,Preisgedicht auf den Weingartner Abt Berthold,1,
,Priameldichtung,57,type of poem
,Priester Adelbrecht: 'Johannes Baptista',1,
,Priester Arnolt: 'Juliane',1,
,Priester Arnolt: 'Von der Siebenzahl',1,
,Priester Berthold: Andacht,1,
,Priester Bethlem: ' Kreuzwegbüchlein',2,
,Priester Konrad: Predigtbuch,5,
,Priester Wernher: 'Driu liet von der maget',7,
,Prior Burkhard: Neujahrsgruß (in Predigtform),1,
,"Prischuch, Thomas: 'Unser Frauen Guldin Predigt'",1,
,"Prischuch, Thomas: Rede über das Konzil zu Konstanz 'Des Consili Gruntvest'",4,
,"Prischuch, Thomas: Rede über das Konzil zu Konstanz 'Des Consili Schlußred'",1,
,Privilegienbuch von Ingolstadt,1,
,"Probst, Hans: Lied vom Romzug",1,
,"Psalm(en), dt.",29,psalms
