id,title,nwits
BIB825,"Deed from Christ Church, Canterbury",0
BIB826,"Deed from Ludlow, Shropshire",0
BIB827,"Deed from the Corpus Christi Guild, City of York",0
BIB828,"Deed of the Executors of Robert Lucas, Goldsmith of London",0
BIB829,"Deeds from Maxstoke Castle, Warwickshire",0
BIB830,Norris Family Deeds relating to Lancashire,0
BIB832,Deed of Richard Bastard of Bedford,0
BIB833,"Deed from Rufford, Lancashire",0
BIB834,"Deeds relating to Saint Peter's Abbey, Gloucester, part 2",0
BIB835,"Deeds relating to Saint Peter's Abbey, Gloucester, part 3",0
BIB836,"Deeds relating to Saint Peter's Abbey, Gloucester, part 4",0
BIB837,"Deed from Swainestrey, Kent",0
BIB838,Deed of Thomas Chaucer,0
BIB840,"Deeds from Yorkshire, part 1",0
BIB841,"Deeds from Yorkshire, part 2",0
BIB842,"Deeds from Yorkshire, part 3",0
BIB843,"Deeds from Yorkshire, part 4",0
BIB844,"Deeds from Yorkshire, part 5",0
BIB845,"Deeds from Yorkshire, part 6",0
BIB846,"Deeds from Yorkshire, part 7",0
BIB850,Deposition of John Ashby,0
BIB851,Depositions Relating to the Uprising of 1450,0
BIB865,Diary of the Corporation of Reading,0
BIB887,"Documents relating to a chancel at Adderbury, Oxfordshire",0
BIB888,Document relating to the Barber's Guild,0
BIB889,"Documents from the town of Beverley, Yorkshire",0
BIB890,French documents in the Black Book of the Admiralty,0
BIB891,"Excerpts from the account book of the Brewers' Craft, London",0
BIB892,Regulations relating to brewers in Norwich,0
BIB893,"Documents held by the Bridgewater Corporation, Somerset",0
BIB894,Documents from the Castle Museum at Norwich,0
BIB895,Petition in defense of the liberties of Chester,0
BIB896,"Documents relating to Cobham Church and College, Kent",0
BIB897,"Documents relating to the Priory of Coldingham, Durham",0
BIB898,Documents relating to the conspiracy of the Earl of Cambridge against Henry V,0
BIB899,"Decree and statute relating to St. Peter's, Cornhill, London",0
BIB900,"Documents quoted in connection with custumal of Bleadon, Somerset",0
BIB901,Documents relating to law and custom of the sea,0
BIB902,Manorial documents relating to the plague in Denbigh,0
BIB903,"Documents from Droitwich, Worcestershire",0
BIB904,Durham Castle documents,0
BIB906,"Letters, inventories, etc. in the Durham College Rolls",0
BIB907,Durham documents (1),0
BIB908,Durham documents (2),0
BIB909,Durham documents (3),0
BIB910,Instructions from Edward IV to Lord Hastings relating to a treaty with the Duke of Burgundy,0
BIB911,"Documents from Faversham, Kent",0
BIB912,"Regulations for the town porters of Faversham, Kent",0
BIB913,"Documents from the Priory of Finchale, Durham",0
BIB914,Document relating to Bernard Ducheman,0
BIB915,Documents from the London Guildhall,0
BIB916,"Documents relating to Glamorgan, part 1",0
BIB917,"Documents relating to Glamorgan, part 2",0
BIB918,"Documents relating to Glamorgan, part 3",0
BIB919,"Documents relating to Glamorgan, part 4",0
BIB920,Shrewsbury document in defense of Gruffi of Kalcote,0
BIB921,Declaration of William Harding regarding property sold to the Dean and Chapter of Salisbury,0
BIB922,"Bailiffs' and receivers' rolls, Durham",0
BIB924,Records of an Essex manor,0
BIB926,Documents relating to England in the Fifteenth Century,0
BIB927,Grant,0
BIB928,"Documents in Bateson's 'Borough Customs,' part 1",0
BIB929,"Documents in Bateson's 'Borough Customs,' part 2",0
BIB930,"Documents from the Borough of Leicester, part 1",0
BIB931,"Documents from the Borough of Leicester, part 2",0
BIB932,"Documents from the Borough of Leicester, part 3",0
BIB933,Bedfordshire wills,0
BIB934,Documents in Bentley's 'Excerpta Historica',0
BIB935,Documents relating to Bristol,0
BIB938,Documents in 'A Book of London English',0
BIB939,"Documents in Blomefield's 'Topographical History of Norfolk,' part 1",0
BIB940,"Documents in Blomefield's 'Topographical History of Norfolk,' part 2",0
BIB941,"Documents in Blomefield's 'Topographical History of Norfolk,' part 3",0
BIB942,"Documents in Blomefield's 'Topographical History of Norfolk,' part 4",0
BIB943,"Documents in Blomefield's 'Topographical History of Norfolk,' part 5",0
BIB944,"Documents in Blomefield's 'Topographical History of Norfolk,' part 6",0
BIB945,"Documents in Blomefield's 'Topographical History of Norfolk,' part 7",0
BIB946,"Documents in Blomefield's 'Topographical History of Norfolk,' part 8",0
BIB947,"Documents in Blomefield's 'Topographical History of Norfolk,' part 9",0
BIB948,"Documents in Blomefield's 'Topographical History of Norfolk,' part 10",0
BIB949,"Documents in Blomefield's 'Topographical History of Norfolk,' part 11",0
BIB950,Documents in Blount's Law Dictionary,0
BIB951,"Durham rolls, charters, etc. published in the Boldon Book appendix",0
BIB952,"Documents relating to Hedon, Yorkshire",0
BIB953,"Customs of the manor of Hemingbrough, Yorkshire",0
BIB954,"Documents illustrative of English history, preserved in France",0
BIB955,Documents quoted in the index to Smith's 'Expeditions by Henry of Derby',0
BIB956,Document quoted in the introduction to Simpson's 'Visitations of Churches Belonging to St. Paul's Cathedral',0
BIB957,Accounts related to the Dee mills at Chester,0
BIB958,"Documents in Madden's 'Collectanea Topographica,' part 1",0
BIB959,"Documents in Madden's 'Collectanea Topographica,' part 2",0
BIB960,"Documents in Madden's 'Collectanea Topographica,' part 3",0
BIB961,"Documents in Madden's 'Collectanea Topographica,' part 4",0
BIB962,"Documents in Madden's 'Collectanea Topographica,' part 5",0
BIB963,"Documents in Madden's 'Collectanea Topographica,' part 6",0
BIB964,"Documents in Madden's 'Collectanea Topographica,' part 7",0
BIB965,"Documents in Madden's 'Collectanea Topographica,' part 8",0
BIB966,"Documents relating to Margaret, Countess of Richmond and Derby",0
BIB967,Documents relating to medieval art,0
BIB968,Documents relating to the Coventry Corpus Christi Play,0
BIB969,Chaucer life records,0
BIB970,"Documents relating to the villages of Maud's Meaburn and Newby, Cumberland",0
BIB971,Documents relating to English diplomacy,0
BIB972,"Court rolls of Baslow, Derbyshire",0
BIB973,Documents cited in the Dictionary of Medieval Latin from British Sources,0
BIB974,Documents in the Public Record Office,0
BIB975,Documents relating to the City of York,0
BIB976,"Documents in Dugdale's 'Monasticon Anglicanum,' part 1",0
BIB977,"Documents in Dugdale's 'Monasticon Anglicanum,' part 2",0
BIB978,"Documents in Dugdale's 'Monasticon Anglicanum,' part 3",0
BIB979,"Documents in Dugdale's 'Monasticon Anglicanum,' part 4",0
BIB980,"Documents in Dugdale's 'Monasticon Anglicanum,' part 5",0
BIB981,"Documents in Dugdale's 'Monasticon Anglicanum,' part 6",0
BIB982,"Documents in Dugdale's 'Monasticon Anglicanum,' part 7",0
BIB983,"Documents in Dugdale's 'Monasticon Anglicanum,' part 8",0
BIB984,"Agreement of John Prudde, glazier of Warwick",0
BIB985,Guild documents,0
BIB987,Documents relating to legal procedure,0
BIB988,Documents in Entick's 'History of London' (1766),0
BIB989,Records held in the Tower of London in the Reign of Edward II,0
BIB990,Two English letters and a short speech,0
BIB991,Documents in Fenland Notes and Queries 2,0
BIB992,Royal corespondence with the Abbot of Ramsey,0
BIB993,Documents illustrating fifteenth-century regional language,0
BIB994,"Documents in Gibson's 'History of the Monastery at Tynemouth' (Durham), part 1",0
BIB995,"Documents in Gibson's 'History of the Monastery at Tynemouth' (Durham), part 2",0
BIB996,Dublin documents,0
BIB997,"Poor-box regulation of the Guild of St. Mary, Lichfield, Staffordshire",0
BIB998,"Clerical ordinances from Coventry, Bristol, and Lothbury",0
BIB999,"Documents relating to Aldeburgh, Suffolk",0
BIB1000,Document inserted in Historiæ Croylandensis Continuatio,0
BIB1001,Documents in the First Report of the Historical Manuscripts Commission,0
BIB1002,Documents in the Third Report of the Historical Manuscripts Commission,0
BIB1003,Documents in the Fourth Report of the Historical Manuscripts Commission,0
BIB1004,Documents in the Fifth Report of the Historical Manuscripts Commission,0
BIB1005,Documents in the Sixth Report of the Historical Manuscripts Commission,0
BIB1006,Documents in the Seventh Report of the Historical Manuscripts Commission,0
BIB1007,Documents in the Eighth Report of the Historical Manuscripts Commission,0
BIB1008,"Documents in the Ninth Report of the Historical Manuscripts Commission, app. 1",0
BIB1009,"Documents in the Ninth Report of the Historical Manuscripts Commission, app. 2",0
BIB1010,"Documents in the Tenth Report of the Historical Manuscripts Commission, app. 2",0
BIB1011,"Documents in the Tenth Report of the Historical Manuscripts Commission, app. 5",0
BIB1012,"Documents in the Eleventh Report of the Historical Manuscripts Commission, app. 7",0
BIB1013,"Documents in the Fourteenth Report of the Historical Manuscripts Commission, app. 8",0
BIB1014,"Documents in the Report on MSS in Various Collections, part 4",0
BIB1015,"Documents in the Report on MSS in Various Collections, part 7",0
BIB1016,Northumbrian documents,0
BIB1017,Documents relating to Oxfordshire and Buckinghamshire,0
BIB1019,Documents relating to the masons' trade,0
BIB1020,Documents relating to education,0
BIB1021,English coronation documents,0
BIB1023,Documentary material concerning horses,0
BIB1024,"Documents relating to Magdalen College, Oxford",0
BIB1025,Documents illustrating 14th- and 15th-century regional language,0
BIB1026,"Documents relating to the Company of Ironmongers, London",0
BIB1027,Naval documents,0
BIB1028,Naval accounts and inventories from the reign of Henry VII,0
BIB1029,Documents in Jacob's 'Baronial Reform',0
BIB1030,"Documents relating to Shrewsbury, Shropshire",0
BIB1031,Documents quoted in the index to Nicolas's 'Privy Purse Expenses of Elizabeth of York',0
BIB1032,Documents relating to the barber surgeons,0
BIB1033,"Documents from the Borough of Northampton, vol. 1",0
BIB1034,"Documents from the Borough of Northampton, vol. 2",0
BIB1035,"Documents from the Borough of Nottingham, part 1 (Stevenson, vol. 2)",0
BIB1036,"Documents from the Borough of Nottingham, part 2 (Stevenson, vol. 3)",0
BIB1037,Documents from the City of London,0
BIB1038,"Documents in Rogers' 'History of Agriculture and Prices,' part 1",0
BIB1039,"Documents in Rogers' 'History of Agriculture and Prices,' part 2",0
BIB1040,"Documents in Rogers' 'History of Agriculture and Prices,' part 3",0
BIB1041,"Documents relating to Castle Combe, Wiltshire",0
BIB1042,Documents in Seebohm's 'Tribal System in Wales',0
BIB1043,Documents in Sharpe's 'London and the Kingdom',0
BIB1044,Documents relating to the Coventry plays,0
BIB1045,Documents in Skene's 'Chronicles of the Picts',0
BIB1046,"An assault on the Vicar of Meare, Somerset",0
BIB1047,Documents relating to 'gavelkind',0
BIB1048,Documents relating to the Borough of Sudbury,0
BIB1049,Documents in Statham's 'Dover Charters',0
BIB1050,"Ordinances, etc. of the Scriveners' Company, London",0
BIB1052,Durham ecclesiastical court documents,0
BIB1053,"Documents relating to Fountains Abbey, Yorkshire",0
BIB1054,York marriage documents,0
BIB1055,Northern documents in Raine's 'English Miscellanies',0
BIB1056,Durham documents,0
BIB1057,Northern documents in Bayley's 'Miscellanea',0
BIB1059,"Document relating to Richmond, Yorkshire",0
BIB1060,Survey of the Honour of Denbigh,0
BIB1061,Documents in Vinogradoff's 'Villainage',0
BIB1062,Devonshire documents relating to English drama,0
BIB1063,Documents relating to the history of Parliament,0
BIB1064,Documents relating to the Pewterers' Company of London,0
BIB1065,Documents relating to London bridges,0
BIB1066,Lincoln Cathedral documents,0
BIB1067,Documents in Wright's 'Archaeological Album',0
BIB1068,Documents containing London English,0
BIB1069,Documents in Zupko's 'Dictionary of English Weights and Measures',0
BIB1070,Documents in Zupko's 'Dictionary of Weights and Measures for the British Isles',0
BIB1071,Documents from Ireland,0
BIB1072,"Documents relating to charges against James, Earl of Ormonde, 1442-45",0
BIB1073,Document relating to ironmongers,0
BIB1074,Document from the episcopal register of Wells,0
BIB1075,Presentations to Kentish benefices,0
BIB1077,"Documents relating to the monastery of St. Mary, Kingswood, Gloucestershire",0
BIB1078,"Letter from Thomas Prior of Lewes to the steward of the manor of Langney, Sussex",0
BIB1079,"Documents relating to the church in Leybourne, Kent",0
BIB1080,"Pleas from the Bishop of Ely's Court of Littleport, Cambridgeshire",0
BIB1081,"Wills and indenture from Ludlow, Shropshire",0
BIB1082,"Documents from the Corporation of King's Lynn, Norfolk, part 1",0
BIB1083,"Documents from the Corporation of King's Lynn, Norfolk, part 2",0
BIB1084,"Documents from the Maldon Corporation Records, Essex",0
BIB1085,Document relating to Bromham Manor,0
BIB1086,Manorial Documents of the Thirteenth and Fourteenth Centuries,0
BIB1088,Documents of the York mercers and merchant adventurers,0
BIB1089,A defense and a petition from the records of the Northern Convocation,0
BIB1090,Newcastle documents,0
BIB1091,Norwich documents,0
BIB1092,Documents concerning the city of Oxford,0
BIB1093,"Documents from the archives of Oxford University, part 1",0
BIB1094,"Documents from the archives of Oxford University, part 2",0
BIB1095,Documents from the public records of Ireland,0
BIB1096,"Three deeds relating to the Priory of St. Bees, Cumberland",0
BIB1098,"Wills and inventories from the Archdeacons' Registry of Richmond, Yorkshire",0
BIB1099,Henry of Lancaster's challenge and acceptance of the throne,0
BIB1100,"Terrier of the Priory of Rowney, Hertfordshire",0
BIB1101,Documents relating to the school at Ipswich,0
BIB1102,Documents relating to choir screens in English churches,0
BIB1103,"Documents relating to Selby, Yorkshire",0
BIB1104,Documents from the Corporation of Southampton,0
BIB1106,Expenditure for a feast given at St. Albans in 1302,0
BIB1107,Charter of Privilege to the Church of York by Henry III,0
BIB1108,Document from the archives of Salisbury,0
BIB1109,"Documents relating to St. James' Priory, Bristol",0
BIB1111,"Documents relating to Thaxted, Essex",0
BIB1112,Documents relating to the overseas trade of Bristol,0
BIB1113,"Diaconal court book from Wisbech, Cambridgeshire",0
BIB1114,Documents illustrating the architectural history of York Minster,0
BIB1115,York ecclesiastical documents,0
BIB1116,York documents relating to the York Plays,0
BIB1117,York documents relating to the fabric of York Minster,0
BIB1118,York documents,0
BIB1121,Exchequer Domesday Book,0
BIB1122,Exon Domesday Book,0
BIB1123,Domesday Book of St. Paul's and related documents,0
BIB1149,"Documents relating to the English Black Monks, part 1",0
BIB1150,"Documents relating to the English Black Monks, part 2",0
BIB1151,"Documents relating to the English Black Monks, part 3",0
BIB1153,Early English Wills in the Court of Probate,0
BIB1164,"On the ME term ""epheds""",0
BIB1170,Epitaph of the Countess of Shrewsbury,0
BIB1172,Place-Names of Buckinghamshire,0
BIB1173,Place-Names of Bedfordshire and Huntingtonshire,0
BIB1174,Place-Names of Worcestershire,0
BIB1175,Place-Names of the North Riding of Yorkshire,0
BIB1176,"Place-Names of Sussex, part 1",0
BIB1177,"Place-Names of Sussex, part 2",0
BIB1178,"Place-Names of Devon, part 1",0
BIB1179,"Place-Names of Devon, part 2",0
BIB1180,Place-Names of Northamptonshire,0
BIB1181,Place-Names of Surrey,0
BIB1182,Place-Names of Essex,0
BIB1183,Place-Names of Warwickshire,0
BIB1184,Place-Names of the East Riding of Yorkshire and York,0
BIB1185,Place-Names of Hertfordshire,0
BIB1186,Place-Names of Wiltshire,0
BIB1187,Place-Names of Nottinghamshire,0
BIB1188,Place-Names of Middlesex,0
BIB1189,Place-Names of Cambridgeshire and the Isle of Ely,0
BIB1190,"Place-Names of Cumberland, part 1",0
BIB1191,"Place-Names of Cumberland, part 2",0
BIB1192,"Place-Names of Cumberland, part 3",0
BIB1193,"Place-Names of Oxfordshire, part 1",0
BIB1194,"Place-Names of Oxfordshire, part 2",0
BIB1196,"Place-Names of Derbyshire, part 1",0
BIB1197,"Place-Names of Derbyshire, part 2",0
BIB1198,"Place-Names of Derbyshire, part 3",0
BIB1199,"Place-Names of the West Riding of Yorkshire, part 1",0
BIB1200,"Place-Names of the West Riding of Yorkshire, part 2",0
BIB1201,"Place-Names of the West Riding of Yorkshire, part 3",0
BIB1202,"Place-Names of the West Riding of Yorkshire, part 4",0
BIB1203,"Place-Names of the West Riding of Yorkshire, part 5",0
BIB1204,"Place-Names of the West Riding of Yorkshire, part 6",0
BIB1205,"Place-Names of the West Riding of Yorkshire, part 7",0
BIB1206,"Place-Names of Gloucestershire, part 1",0
BIB1207,"Place-Names of Gloucestershire, part 2",0
BIB1208,"Place-Names of Gloucestershire, part 3",0
BIB1209,"Place-Names of Gloucestershire, part 4",0
BIB1210,"Place-Names of Westmorland, part 1",0
BIB1211,"Place-Names of Westmorland, part 2",0
BIB1212,"Place-Names of Cheshire, part 1",0
BIB1213,"Place-Names of Cheshire, part 2",0
BIB1214,"Place-Names of Cheshire, part 3",0
BIB1215,"Place-Names of Cheshire, part 4",0
BIB1216,"Place-Names of Berkshire, part 1",0
BIB1217,"Place-Names of Berkshire, part 2",0
BIB1218,"Place-Names of Dorset, part 1",0
BIB1219,"Place-Names of Dorset, part 2",0
BIB1220,Place-Names of Staffordshire,0
BIB1221,Place-Names of Lincolnshire,0
BIB1222,Place-Names of Dorset,0
BIB1223,"Place-Names of Norfolk, part 1",0
BIB1224,"Place-Names of Norfolk, part 2",0
BIB1225,Place-Names of Shropshire,0
BIB1226,Place-Names of Rutland,0
BIB1234,Exchequer manuscript,0
BIB1235,Exchequer Rolls of Scotland,0
BIB1241,Expense Roll of Edward I,0
BIB1242,Expense Roll Relating to Painting Supplies,0
BIB1243,"Expense Rolls of Rochester Castle, Kent",0
BIB1244,Expense Roll of Thomas Bozoun of Wodeford,0
BIB1245,"Extent of the Manor of Banham, Norfolk",0
BIB1247,"Extent of Castle Combe, Wiltshire",0
BIB1249,"Extent of the Manor of Wykes in Bardwell, Suffolk",0
BIB1250,Fabric Roll of the Norwich Guildhall,0
BIB1251,"Fabric Roll of Rochester Castle, Kent",0
BIB1252,Fabric Rolls of York Minster,0
BIB1259,Feast of Neville (2),0
BIB1261,"Feet Fines, part 1",0
BIB1262,"Feet Fines, part 2",0
BIB1263,"Feet Fines, part 3",0
BIB1264,"Feet Fines, part 4",0
BIB1265,"Feet Fines, part 5",0
BIB1266,"Feet Fines, part 6",0
BIB1267,"Feet Fines of Kent, part 1",0
BIB1268,"Feet Fines of Kent, part 2",0
BIB1269,"Feet Fines of Kent, part 3",0
BIB1270,"Feet Fines of Kent, part 4",0
BIB1271,"Feet Fines of Kent, part 5",0
BIB1272,Feet Fines from the reigns of Richard I and John,0
BIB1273,Feet Fines of Oxfordshire,0
BIB1274,Feet Fines of the seventh and eighth years of Richard I,0
BIB1275,Feet Fines of the ninth year of Richard I,0
BIB1276,Feet Fines of the tenth year of Richard I,0
BIB1277,"Feet Fines of Sussex, part 1",0
BIB1278,"Feet Fines of Sussex, part 2",0
BIB1279,"Feet Fines of Sussex, part 3",0
BIB1280,"Feet Fines of Warwickshire, part 1",0
BIB1281,"Feet Fines of Warwickshire, part 2",0
BIB1282,Feet Fines of Yorkshire,0
BIB1284,Feodarium Prioratus Dunelmensis (survey of the estates of the Prior and Convent of Durham),0
BIB1285,"Feudal Aids, part 1",0
BIB1286,"Feudal Aids, part 2",0
BIB1287,"Feudal Aids, part 3",0
BIB1288,"Feudal Aids, part 4",0
BIB1289,"Feudal Aids, part 5",0
BIB1290,"Feudal Aids, part 6",0
BIB1291,Fine Rolls from the Reign of King John,0
BIB1292,"Fine Rolls from Lancaster, part 1",0
BIB1293,"Fine Rolls from Lancaster, part 2",0
BIB1294,"Fine Rolls from the Tower of London, part 1",0
BIB1295,"Fine Rolls from the Tower of London, part 2",0
BIB1298,Dialogus de Scaccario,0
BIB1304,"Fleta (legal treatise), part 1",0
BIB1305,"Fleta (legal treatise), part 2",0
BIB1307,Chronicle attributed to Florence of Worcester,0
BIB1328,Foundation of St. Bartholomew's Church,0
BIB1332,Freeman's Rolls,0
BIB1337,Gaol Delivery Rolls from the reign of Edward III,0
BIB1348,Gesta Henrici Quinti Regis,0
BIB1349,Gesta Herwardi,0
BIB1361,Descriptio Kambriae,0
BIB1370,Middle English terms from Du Cange's Glossarium Mediae et Infimae Latinitatis,0
BIB1384,Grant of Arms to the Masons' Company,0
BIB1385,Grant of Arms to John Aleyn of Buckinghamshire,0
BIB1387,Grant of Arms to the Barber-Surgeons,0
BIB1388,"Grant of land from Hamo Bovier to Christ Church, Canterbury",0
BIB1389,Grant from Hugh Charc to the Prior of the Hospital of St. Bartholomew,0
BIB1390,"Grant from Humphrey de Boun relating to Bilsington, Kent",0
BIB1391,"Grant of a manor by Hervey de Nevill to the Nuns of Amesbury, Wiltshire",0
BIB1392,"Grant of land in the manor of Dudindale, Canterbury",0
BIB1393,Grant of land by Roger of Faukham,0
BIB1394,Grant of part of demesne to Richard la Bere,0
BIB1395,Grant of John Plummer,0
BIB1396,"Grant of land at Tetelonde, Chatham, Kent",0
BIB1397,Grant of Confraternity to John de Thormerton,0
BIB1398,Great Cartulary,0
BIB1399,Great Red Book of Bristol,0
BIB1402,Ordinances of the Grocers' Company of London,0
BIB1403,The vocabulary of the records of the Grocer's Company of London,0
BIB1404,Archives of the Grocer's Company of London,0
BIB1415,King's Lynn Hall Book,0
BIB1416,"Halmote Court, Durham",0
BIB1451,"Documents from the Priory of Hexham, Northumberland",0
BIB1467,Historical Papers and Letters from the Northern Registers,0
BIB1506,"The Honor and Forest of Pickering, Yorkshire",0
BIB1540,Hundred Roll (extract),0
BIB1541,"Hundred Rolls of Henry III and Edward I, part 1",0
BIB1542,"Hundred Rolls of Henry III and Edward I, part 2",0
BIB1549,London merchants during the reigns of the Yorkists,0
BIB1550,Material cited from a history of gardening.,0
BIB1551,Terms for materials for painting glass,0
BIB1552,Material relating to the Abbey of St. Bertin,0
BIB1553,"Material cited from 'Archaeologia Cantiana,' vol. 20",0
BIB1554,"Material from Calendar of Ancient Deeds in 'Archaeologia Cantiana,' vol. 27",0
BIB1555,"Material cited from churchwardens' accounts in 'Archaeologia Cantiana,' vol. 32",0
BIB1556,"Documents relating to Bilsington, Kent",0
BIB1558,"Material cited from a history of Syon Abbey, Middlesex",0
BIB1559,Herefordshire Place-Names,0
BIB1560,Material cited from records of the Order of the Garter,0
BIB1561,Material cited from records of the Company of Leathersellers of London,0
BIB1562,Shropshire Place-Names,0
BIB1565,"Antedatings of ME words in the 'Oxford English Dictionary,' cited from the 'Bulletin of the Institute of Historical Research,' part 3",0
BIB1566,"Antedatings of ME words in the 'Oxford English Dictionary,' cited from the 'Bulletin of the Institute of Historical Research,' part 4",0
BIB1567,"Antedatings of ME words in the 'Oxford English Dictionary,' cited from the 'Bulletin of the Institute of Historical Research,' part 5",0
BIB1568,"Antedatings of ME words in the 'Oxford English Dictionary,' cited from the 'Bulletin of the Institute of Historical Research,' part 6",0
BIB1569,"Antedatings of ME words in the 'Oxford English Dictionary,' cited from the 'Bulletin of the Institute of Historical Research,' part 7",0
BIB1572,"Documents cited in Chalmers, 'Caledonia'",0
BIB1573,"Documents cited in Chambers, 'The Mediaeval Stage,' part 1",0
BIB1574,"Documents cited in Chambers, 'The Mediaeval Stage,' part 2",0
BIB1575,Hampshire Place-Names,0
BIB1576,Herefordshire Place-Names,0
BIB1577,Material relating to the churches of Derbyshire,0
BIB1578,Material relating to the growth of English industry,0
BIB1579,Material relating to a Norfolk manor,0
BIB1580,Four indentures held in Birmingham Public Library,0
BIB1581,Indenture for building a house in Salisbury,0
BIB1582,Indenture relating to a burgess in Parliament,0
BIB1583,Indenture of William Burgh,0
BIB1584,"Indenture for a contract for building Catterick Bridge, Yorkshire",0
BIB1585,"Indenture for building the church in Catterick, Yorkshire",0
BIB1586,Indentures for work in Cambridge,0
BIB1587,"Indenture between Thomas Knevet and the Abbot of Colchester, Essex",0
BIB1588,Indenture relating to Daventry Priory,0
BIB1589,"Indenture made between King Edward IV and William, Lord Hastings",0
BIB1591,"Indentures relating to Eton Chapel, Buckinghamshire",0
BIB1592,"Indenture relating to building a nave at Fotheringhay, Northamptonshire",0
BIB1595,"Indenture relating to Hawarden Parish, Cheshire",0
BIB1596,Indenture for military service,0
BIB1597,Certificate confirming the testing of trial pieces of gold coinage,0
BIB1598,Three English indentures,0
BIB1599,Two marriage indentures,0
BIB1601,"Indenture relating to Castle Combe, Wiltshire",0
BIB1602,Indenture relating to iron-smelting transaction,0
BIB1603,Indenture between Robert James and Roger Haytelsy,0
BIB1605,Indenture of John Legge,0
BIB1606,"Indenture relating to the Mascays of Tatton, Cheshire",0
BIB1607,Indenture of William Medilton,0
BIB1608,"Indenture between Richard, Prior of Monkbretton Priory and John Bosevyll",0
BIB1609,Indenture between Richard Neville and Edward IV,0
BIB1610,Indenture between Richard Neville and Christopher Lancaster,0
BIB1611,Marriage indenture of Thomas Okeover,0
BIB1612,Indentures made in the city of Oxford,0
BIB1615,Indented bond between Richard Redmerselle and the prior of Tynemouth and others,0
BIB1616,Indenture of Retainer concerning the expedition against France,0
BIB1617,Indenture of Sir William Rither,0
BIB1618,Marriage indenture made between Thomas Seytone and Thomas Boughton,0
BIB1620,"Indenture between Richard, Earl of Salisbury and Sir Henry Threlkeld of Threlkeld, Cumberland",0
BIB1621,"Indenture between Richard Tylere and his wife Isabell and Thomas Gyllour of Trimley, Suffolk",0
BIB1622,"Indentures of the weavers, Bury St. Edmund's, Suffolk",0
BIB1624,Terms related to marsh embankment and sea defence in Kent,0
BIB1625,Dictionary of English Place-Names,0
BIB1626,English River-Names,0
BIB1627,Lancashire Place-Names,0
BIB1628,Street-Names of the City of London,0
BIB1629,Terms for the Houses of Parliament,0
BIB1631,Material cited from Elton's 'Tenures of Kent',0
BIB1632,"Material cited from Evans' 'Magical Jewels of the Middle Ages, etc.'",0
BIB1633,Surnames of the British Isles,0
BIB1634,Material cited from Eyton's 'Antiquities of Shropshire',0
BIB1635,Dorset Place-Names,0
BIB1637,Occupational surnames,0
BIB1638,Occupational surnames cited from various documents,0
BIB1639,Material cited from Gras' 'Early English Customs System',0
BIB1640,Material relating to the English field systems,0
BIB1641,Material relating to the gild merchants,0
BIB1642,Occupational names for musicians,0
BIB1643,Material cited from Hallam's 'View of the State of Europe during the Middle Ages',0
BIB1645,"Material cited from Hampson's 'Medii aevi kalendarium, etc.'",0
BIB1646,Material cited from Harben's 'Dictionary of London',0
BIB1647,Material from 'Liber Niger Scaccarii',0
BIB1648,Material cited from records of the Worshipful Company of Grocers of the City of London,0
BIB1649,Material cited from an index to the register of Edmund Stafford,0
BIB1650,Material cited from 'Historical Essays in Honour of James Tait',0
BIB1652,Material cited from Homans' 'English Villagers of the Thirtenth Century',0
BIB1653,Material cited from Hope's 'Grammar of English Heraldry',0
BIB1654,"Material cited from Hope's 'Windsor Castle, an Architectural History'",0
BIB1655,"Material cited from Jacob's 'Studies in the Period of Baronial Reform and Rebellion, etc.'",0
BIB1663,Place-Names of the Isle of Wight,0
BIB1664,Local surnames containing French elements,0
BIB1665,Material relating to Middle English topographical terms,0
BIB1668,Material cited from Löfvenberg's 'Contributions to Middle English Lexicography and Etymology',0
BIB1669,Local Surnames,0
BIB1670,Material cited from Lyte's 'Catalogue of Manuscripts … in the Museum of the Public Record Office',0
BIB1671,"Material cited from Lyte's 'History of Eton College, etc.'",0
BIB1672,"Material cited from Madox's 'Baronia Anglica, etc.'",0
BIB1673,"Material cited from an essay on the cities, towns and boroughs of England",0
BIB1674,Material cited from Madox's 'Formulare Anglicanum',0
BIB1676,Northumberland and Durham place-Names,0
BIB1677,Material cited from a study of Magna Carta,0
BIB1678,Material cited from a study of armor,0
BIB1679,Middle English references to the name of the letter 'ȝ',0
BIB1680,The term 'gumstool' in street names.,0
BIB1681,Material cited from a history of Cambridge University,0
BIB1682,"Material cited from a study of the muniments of Magdalen College, Oxford",0
BIB1685,"Material from 'Notes and Queries,' vol. 146",0
BIB1686,On the ME term 'Bede Ale',0
BIB1688,Will and testament of William Chichele,0
BIB1689,"On the ME term ""Selfode""",0
BIB1690,"On the ME term ""Calf's Gadyr""",0
BIB1691,On various ME terms,0
BIB1693,"Material from 'Notes and Queries,' ser. 12.5",0
BIB1694,"Material from 'Notes and Queries,' ser. 12.6",0
BIB1695,"Material from 'Notes and Queries,' ser. 13.1",0
BIB1696,"Material from 'Notes and Queries,' ser. 2.2",0
BIB1697,"Material from 'Notes and Queries,' ser. 8.8",0
BIB1712,"Material from 'The Publications of the Roll Society,' vol. 1",0
BIB1713,"Material from 'The Publications of the Pipe Roll Society,' vol. 2",0
BIB1714,"Material from 'The Publications of the Pipe Roll Society,' vol. 4",0
