;;"gen";"rep_n_aut";"autore";"post";"ante";"origine";"identificazione"
"";"Scheda";"2: solo nominato";"BEdT 351";"Peire de Monzo";" ";" ";"Spagna: solo nominato";"Sconosciuto."
"";"Scheda";"2: solo nominato";"BEdT 176";"Gonzalgo (Guossalbo) Roitz";" ";" ";"Spagna: solo nominato";"Gonzalo Ruiz de Azagra, come proposto da Riquer 1975, p.338-339. Nel canz. °C f. 138 vA la tornada del sirventese 080,035 ( Quan vei pels vergiers desplegar ) di Bertran de Born, la tornada recita: Gossalbo Rois aprenda / de Fraga e fassa chantar / mo sirventes al rey navar e per Castella l'entenda ) la strofa precedente, con struttura di invio, comporta una dedica a Pere Rois , fratello di Gonzalo Ruiz de Azagra (cfr. Asperti 2001)"
"";"Scheda";"9";"BEdT 461";"anonimo";" ";" ";" ";" "
"";"Scheda";"9";"BEdT 289";"Cavalier Lunel de Monteg";" ";" ";"Linguadoca, Contea di Foix";"Trovatore del sec. XIV, più correttamente classificato da Zufferey 1981 come Z 544 mantengo per ora la classificazione di BdT, integrando però come Z 544,a la canzone religiosa in latino."
"";"Scheda";"4,5";"BEdT 335";"Peire Cardenal";" ";" ";"Alvernia, Vélay, Gévaudan, Vivarais";" "
"";"Scheda";"4-5 (6 ?)";"BEdT 229";"Guillem Raimon";" ";" ";"non precisabile: attribuzione";" "
"";"Scheda";"5";"BEdT 170";"Gaudi";" ";" ";"non precisabile";"Da Jeanroy 1934, p.379 ritenuto coincidente con Guillem Godi (BEdT 219). I testi dei due, una tenzone con proponente Alberjat (BEdT 012b,001) e una canzone (BEdT 219,001), non hanno però niente in comune."
"";"Scheda";"5";"BEdT 184";"Graf von Provence - lo Coms de Proensa";" ";" ";"Provenza, Delfinato, Viennese, Valentinese";"si tratta esplicitamente di RmBer V secondo la rubrica di °C a 184,001 ma per gli altri testi ? @@@"
"";"Scheda";"5";"BEdT 189";"Granet";" ";" ";"Provenza, Delfinato, Viennese, Valentinese";" "
"";"Scheda";"5";"BEdT 197";"Guigo de Cabanas";" ";" ";"Provenza, Delfinato, Viennese, Valentinese";" "
"";"Scheda";"5";"BEdT 200";"Guillelma de Rosers";" ";" ";"Provenza, Delfinato, Viennese, Valentinese";" "
"";"Scheda";"5";"BEdT 282";"Lanfranc Cigala";" ";"1258, settembre 24 (attestato ancora in vita il 16 marzo 1257: cfr. Ugolini 1949, p.XLII e Branciforti 1954, p.20)";"Italia";" "
"";"Scheda";"5";"BEdT 225";"Guillem de Montaignagol";" ";" ";"Linguadoca, Contea di Foix";" "
"";"Scheda";"5";"BEdT 126";"Duran sartor de Paernas (de Carpentras)";" ";" ";"Provenza, Delfinato, Viennese, Valentinese";"Aurell 1989, p.74 suggerisce d'identificare l'autore del sirventese 126,001 ( Vil sirventes leugier e venassal ), dedicato alla situazione interna della Provenza e composto prob. prima del 1220, col signore Peire Duran de Velorgues (che non sarebbe dunque un sarto)."
"";"Scheda";"5";"BEdT 244";"Guiraut d'Espaigna";" ";" ";"Linguadoca, Contea di Foix";" "
"";"Scheda";"5";"BEdT 016a";"Albric (=Alberico da Romano)";" ";" ";"Italia";" "
"";"Scheda";"5";"BEdT 258";"Jacme Grill";" ";" ";"Italia";" "
"";"Scheda";"5";"BEdT 277";"Jori";" ";" ";"Provenza, Delfinato, Viennese, Valentinese (?)";"Un notaio di questo nome (Joris / Jorius) redige diversi documenti concernenti il vescovo e la città di Rodez (anni 1244-1250)."
"";"Scheda";"5";"BEdT 278";"Jozi";" ";" ";"attribuzione";"identificato con Jori, BEdT 277."
"";"Scheda";"5";"BEdT 217a";"Guillem de Gap";" ";" ";"Provenza, Delfinato, Viennese, Valentinese";"cfr. 026 Arnaut de Brancalon"
"";"Scheda";"5";"BEdT 087";"Bertran del Pojet";" ";" ";"Provenza, Delfinato, Viennese, Valentinese";"Trovatore in passato tradizionalmente identificato con Bertran de Puget-Théniers (così ancora secondo Aurell 1989, p.85). Ma Larghi 2007a, a seguito di una minuziosa ricognizione di tutta la documentazione disponibile, propone assai più fondatamente di identificarlo con Bertrandus, figlio di Peire Albanes (a sua volta di ascendenza catalana), signore di territori adiacenti a Puget (oggi Puget-Ville) e Collobières nel Var (ivi, p.115). Questo Bertran è documentato con frequenza tra il 1209 e il 1245 un suo figlio fu poi con Carlo d'Angiò in Italia"
"";"Scheda";"5";"BEdT 019";"Alexandre";" ";" ";"Provenza, Delfinato, Viennese, Valentinese";"Interlocutore di Blacasset nella tenzone BEdT 019,001 En Blacasset, bo pretz e gran largueza."
"";"Scheda";"5";"BEdT 027";"Arnaut Catalan";" ";" ";"Linguadoca, Contea di Foix (?)";" "
"";"Scheda";"5";"BEdT 040";"Austorc d'Aorlhac";" ";" ";"Alvernia, Vélay, Gévaudan, Vivarais";" "
"";"Scheda";"5";"BEdT 053";"Bernart Alanhan de Narbona";" ";" ";"Linguadoca, Contea di Foix";" "
"";"Scheda";"5";"BEdT 066";"Bernart de Rovenac";" ";" ";"Linguadoca, Contea di Foix";" "
"";"Scheda";"5";"BEdT 067";"Bernart Sicart de Marvejols";" ";" ";"Alvernia, Vélay, Gévaudan, Vivarais";"Di Maruèjols, a Nord.Ovest di Rodez ed ai margini meridionali del Massiccio Centrale."
"";"Scheda";"5";"BEdT 149a";"Felip de Valenza";" ";" ";"Provenza, Delfinato, Viennese, Valentinese";"Discute con Perceval Doria in BEdT 371,002 (cfr. Gresti 2005)."
"";"Scheda";"5";"BEdT 082";"Bertran Carbonel de Marseilla";" ";" ";"Provenza, Delfinato, Viennese, Valentinese";" "
"";"Scheda";"5";"BEdT 138";"Engles";" ";" ";" ";"Nel corpus poetico provenzale compaiono secondo ogni evidenza più personaggi con questo nome. Uno, probabilmente il più tardo, è quello qui schedato, autore di BEdT 138,001, A la cort fui l'autrier del rei navar, componimento attribuibile alla metà del sec. 13. Un Engles è il destinatario di diversi testi di Raimbaut de Vaqueiras, tra i quali il descort BEdT 392,016, Engles, un novel descort. Forse lo stesso Engles è coinvolto indirettamente nello scambio di coblas BEdT 392,031 - BEdT 209,001 - 392,015a. A un Engles, infine, è inviato il breve sirventese giocoso BEdT 340,001, Eu jutge que razos es, nel quale Peire de Durban risponde a BEdT 343,001 di Peire de Gavaret."
"";"Scheda";"5";"BEdT 096";"Blacasset";" ";" ";"Provenza, Delfinato, Viennese, Valentinese";" "
"";"Scheda";"5";"BEdT 102";"Bonifaci de Castellana";" ";" ";"Provenza, Delfinato, Viennese, Valentinese";" "
"";"Scheda";"5";"BEdT 107";"Calega Panzan";" ";" ";"Italia";" "
"";"Scheda";"5";"BEdT 114";"Chardo";" ";" ";"Francia";"Suchier 1907, identifica l'autore col troviero Chardon de Croisilles (o: di Reims): ca. 1240. Radaelli 2007 (commento a edizione della tenzone BEdT 114,001) è prudente a questo riguardo, pur confermando (p.237) che si tratta di un poeta di origine non occitanica ."
"";"Scheda";"5";"BEdT 125";"Duran sartre de Carpentras";" ";" ";"Provenza, Delfinato, Viennese, Valentinese";"Aurell 1989 propone di identificare con Duran sartre il trovatore Montan sartor (307)"
"";"Scheda";"5";"BEdT 265";"Joan d'Albuzo";" ";" ";"Limosino, Marche";"probabilmente un giullare, attivo in Italia verso il 1230 e poco dopo scambò coblas (BEdT 265,002, d'ispirazione ghibellina e anti-comunale) con Nicolet de Turin, altro giullare operante nei medesimi ambienti."
"";"Scheda";"5";"BEdT 076";"Bertran d'Alamano";" ";" ";"Provenza, Delfinato, Viennese, Valentinese";" "
"";"Scheda";"5";"BEdT 429";"Rubaut";" ";" ";"Italia";"Identificato ipoteticamente da Bertoni 1903 con Rubaldo Rubaldi."
"";"Scheda";"5";"BEdT 283";"Lantelm";" ";" ";"@@@ verifica testi";" "
"";"Scheda";"5";"BEdT 393";"Raimon";" ";" ";"non precisabile: diversi autori";"diversi personaggi"
"";"Scheda";"5";"BEdT 393a";"Raimon d'Anjou";" ";" ";"Provenza, Delfinato, Viennese, Valentinese";"Trovatore di cui parla Francesco da Barberino: la datazione bassa è proposta da Paterson 1987."
"";"Scheda";"5";"BEdT 410";"Raimon de Tors, de Marseilla";" ";" ";"Provenza, Delfinato, Viennese, Valentinese";" "
"";"Scheda";"5";"BEdT 416";"Raimon Bistortz d'Arle";" ";" ";"Provenza, Delfinato, Viennese, Valentinese";" "
"";"Scheda";"5";"BEdT 376";"Pons Fabre d'Uzés";" ";" ";"Linguadoca, Contea di Foix";" "
"";"Scheda";"5";"BEdT 426a";"Romeu";" ";" ";"Provenza, Delfinato, Viennese, Valentinese";"Identificabile con Romeu de Vilanova, consigliere di Raimondo Berengario V di Provenza."
"";"Scheda";"5";"BEdT 386";"Pujol";" ";" ";"Provenza, Delfinato, Viennese, Valentinese";" "
"";"Scheda";"5";"BEdT 433";"Scot";" ";" ";"Italia";"Bertoni 1903, p.XXI segnala l'impossibilità d'identificare il trovatore coi diversi membri della famiglia Scotto attestati nel periodo l'unico dato sicuro è proprio la data della tenzone con Bonifaci calvo, da collocare dopo il ritorno di questi a Genova, ossia dopo il 1260."
"";"Scheda";"5";"BEdT 436";"Simon Doria";" ";" ";"Italia";"I dati cronologici forniti da Bertoni 1903, che tende a collocarne l'attività dopo il 1260, sono da rivedere alla luce delle successive precisazioni (Ugolini, Branciforti) concernenti la cronologia di Lanfranc Cigala."
"";"Scheda";"5";"BEdT 437";"Sordel";" ";" ";"Italia";" "
"";"Scheda";"5";"BEdT 441";"Tomas";" ";" ";"Italia (?)";" "
"";"Scheda";"5";"BEdT 446";"Le Trobaire de Villa-Arnaut";" ";" ";"Provenza, Delfinato, Viennese, Valentinese";" "
"";"Scheda";"5";"BEdT 453";"Uc de Maensac";" ";" ";"Alvernia, Vélay, Gévaudan, Vivarais";"Poe 1999 contesta l'esistenza di un trovatore di questo nome."
"";"Scheda";"5";"BEdT 424";"Rodrigo";" ";" ";"Spagna (?)";" "
"";"Scheda";"5";"BEdT 338";"Peire de Corbiac";" ";" ";"Guascogna, Comminges, Agenais";"cfr. Vida di Aimeric de Belenoi (009), originario di Lesparre, che è detto nipote di Peire de Corbiac)"
"";"Scheda";"5";"BEdT 284";"Lantelmet de l'Aguillo";" ";" ";"Guascogna, Comminges, Agenais (?)";" "
"";"Scheda";"5";"BEdT 302";"Mola";" ";" ";"Italia (?)";"Folena 1976, 35 suggerisce d'identificarlo con Peire de la Mula."
"";"Scheda";"5";"BEdT 306";"Montan";" ";" ";"non precisabile";" "
"";"Scheda";"5";"BEdT 327";"Peire Basc";" ";" ";"non precisabile";" "
"";"Scheda";"5";"BEdT 330";"Peire Bremon Ricas Novas";" ";" ";"Provenza, Delfinato, Viennese, Valentinese";" "
"";"Scheda";"5";"BEdT 336a";"Peire Catala";"1225";"1257- ma l'attività poetica va prob. concentrata negli anni 1230-1240 (Guida, p.104)";"Catalogna, Rossiglione";" "
"";"Scheda";"5";"BEdT 371";"Perseval Doria";" ";" ";"Italia";" "
"";"Scheda";"5";"BEdT 365";"Peire del Vilar";" ";" ";"Quercy, Rouergue";"Kendrick 1984-85 propone di datare il testo al 1242, non al 1285 come stabilito a suo tempo da Jeanroy l'ipotesi tuttavia non spiega adeguatamente il ruolo chiaramente predominante attribuito agli Inglesi (v. anche i riferimenti all'araldica)."
"";"Scheda";"5";"BEdT 349";"Peire Milo";" ";" ";"Italia (?)";" "
"";"Scheda";"5 (?)";"BEdT 110";"Catalan";" ";" ";"non precisabile";"E' stata suggerita l'identificazione ipotetica con BEdT 024 Arnaut Catalan."
"";"Scheda";"5 (?)";"BEdT 346";"Peire Imbert";" ";" ";"non precisabile";"La datazione si fonda sull'identificazione del trovatore con un personaggio omonimo legato all casa d'Angiò il testo è tuttavia privo di qualsiasi elemento utile a una datazione o localizzazione."
"";"Scheda";"5 (?)";"BEdT 391";"Raimbaut d'Eira";" ";" ";"Provenza, Delfinato, Viennese, Valentinese";" "
"";"Scheda";"5 (?)";"BEdT 459";"Vaquier";" ";" ";"non precisabile";" "
"";"Scheda";"5 (?) @";"BEdT 263";"Javare";" ";" ";"non precisabile";"Interlocutore di un Bertran, non identificabile con sicurezza (sono stati proposti Bertran d'Alamano e Bertran d'Aurel), nello scambio di coblas BEdT 075,004. La localizzazione provenzale è suggerita dal fortuna del particolare modello metrico."
"";"Scheda";"5 (?) @";"BEdT 059";"Bernart de Bondeills";" ";" ";"Alvernia, Vélay, Gévaudan, Vivarais (?)";" "
"";"Scheda";"5 (?) @";"BEdT 051";"Bernardo";" ";" ";"Italia (?)";" "
"";"Scheda";"5 / 3";"BEdT 345";"Peire Guillem de Toloza";" ";" ";"Linguadoca, Contea di Foix";"Bertran Carbonel nel planh 082,015 compiange la scomparsa di un P. G. ( Pey Guillem ?: la prosodia richiede comunque una misura di tre sillabe) contro un personaggio indicato identicamente come P.G. , con le sole iniziali ( .P. / ponchat et enapres un .G. ) è indirizzato un sirventese, di reprimenda personale e di ammonimento, dello stesso Bertran Carbonel (082,018).Circa i Peire Guillem nella tradizione trobadorica cfr. anche Rieger (D.) 1980b, p.52, n.10."
"";"Scheda";"5 / 6";"BEdT 216";"Guillem Fabre";" ";" ";"Linguadoca, Contea di Foix";"Trovatore narbonese, secondo l'indicazione della rubrica nel canz. °C, suo unico testimone. E' dubbia l'identificazione col dedicatario di un breve testo encomiastico di di Bernart d'Auriac, che comporterebbe lo scivolamento della cronologia alla fine del sec. 13 cfr. in questo senso Parducci 1933."
"";"Scheda";"5 / 6";"BEdT 402";"Raimon Guillem";" ";" ";" ";"Coì è nominato il trovatore che contende con Ferrari de Ferrara nello scambio di coblas BEdT 229,001a, assegnato nel repertorio a BEdT 229 Guillem Raimon: cfr. Folena 1976, p.479 sg. e cfr. anche BEdT 393,003 (scambio di coblas fra un Raimon e uno sconosciuto) che nell'unico ms. è vicina alla tenzone fra Ferrari e GlRm."
"";"Scheda";"5 / 6";"BEdT 150";"Ferrari de Ferrara";" ";" ";"Italia";" "
"";"Scheda";"5 ?";"BEdT 311";"Olivier de la Mar";" ";" ";"non precisabile";" "
"";"Scheda";"5: solo nominato";"BEdT 089";"Bertran lo Ros";" ";" ";"non precisabile: solo nominato";" "
"";"Scheda";"5: solo nominato";"BEdT 072";"Bernart Vidal";" ";" ";"Catalogna, Rossiglione: solo nominato";" "
"";"Scheda";"5: variante di nome";"BEdT 196";"Guigo";" ";" ";"Provenza, Delfinato, Viennese, Valentinese";"Identificato concordemente dalla critica con BEdT 197 Guigo de Caabanas."
"";"Scheda";"3 / 4";"BEdT 355";"Peire Raimon de Toloza";" ";" ";"Linguadoca, Contea di Foix";"cfr. 354a Paire Raimon"
"";"Scheda";"2,3";"BEdT 242";"Guiraut de Borneill";" ";" ";"Limosino, Marche";" "
"";"Scheda";"3";"BEdT 223";"Guillem Magret";"1196";"1213";"Provenza, Delfinato, Viennese, Valentinese";"Riquer 1975, n.XLII, 915"
"";"Scheda";"3";"BEdT 450";"Uc Brunet";" ";" ";"Quercy, Rouergue";"Uc Brunenc, vassallo del conte di Rodez"
"";"Scheda";"3";"BEdT 167";"Gaucelm Faidit";" ";" ";"Limosino, Marche";" "
"";"Scheda";"3";"BEdT 174";"Gavaudan";" ";" ";"Alvernia, Vélay, Gévaudan, Vivarais";" "
"";"Scheda";"3";"BEdT 178";"Graf von Bretagne - Coms de Bretaigna";" ";" ";"Francia";" "
"";"Scheda";"3";"BEdT 200a";"Guillelmi";" ";" ";"Linguadoca, Contea di Foix (?)";"Come già rilevato da BdT (con bibliografia al riguardo), questo trovatore, forse un giullare, è certamente da distinguere dal Guillalmi (BEdT 199) interlocutore di Cercamon. Guillelmi scambia una cobla con Raimon de Miraval (406,043 = 200a,001). Qui Guillelmi, che compare nel testo come Villelmi , cita un Raimon (le note tacciono), e usa come parola rima mantel . Secondo Topsfield, se questo è un riferimento al senhal usato da Raimon, lo scambio di coblas sarebbe da circoscrivere al periodo 1196-1204."
"";"Scheda";"3";"BEdT 209";"Guillem del Baus";" ";" ";"Provenza, Delfinato, Viennese, Valentinese";" "
"";"Scheda";"3";"BEdT 213";"Guillem de Cabestaing";" ";" ";"Catalogna, Rossiglione";" "
"";"Scheda";"3";"BEdT 117";"Comunal";" ";" ";"Alvernia, Vélay, Gévaudan, Vivarais";"Pseudonimo usato nello scambio di sirventesi tra Garin d'Apchier e Torcafol."
"";"Scheda";"3";"BEdT 224";"Guillem Moyses (G. lo Marques)";" ";" ";"Alvernia, Vélay, Gévaudan, Vivarais";"Trovatore di cui conosciamo l'esistenza solo attraverso la satira del MoMont BEdT 305,016 Pos Peire d'Alvergn'a chantat, dove figura nella str.14 (Guillem Moyses per quasi tutti i mss., Guillem lo Marques per il solo °C): E lo trezes es mos vezis, / Guillem Moyses mos cozis / ... / donzels vielz barbatz ab lonc gren ."
"";"Scheda";"3";"BEdT 234";"Guillem de Saint Leidier";" ";" ";"Alvernia, Vélay, Gévaudan, Vivarais";" "
"";"Scheda";"3";"BEdT 235";"Guillem de Salaignac";" ";" ";"Poitou, Saintonge, Périgord";"sul nome nelle rubriche dei mss. cfr. Strempel 1916, p.10-12"
"";"Scheda";"3";"BEdT 239";"Guiraudo";" ";" ";"attribuzione";"identificabile con Gr. lo Ros, BEdT 240."
"";"Scheda";"3";"BEdT 001";"Ademar";" ";" ";"Linguadoca, Contea di Foix (?)";"L' Ademar che discute con Raimon de Miraval nella tenzone BEdT 001,001 è prob. Ademar lo Negre. Nei manoscritti, la rubrica Ademar individua anche interlocutori sicuramente distinti, come Ademar de Poitiers in BEdT 392,015."
"";"Scheda";"3";"BEdT 242a";"Guiraut de Cabreira";" ";" ";"Catalogna, Rossiglione";" "
"";"Scheda";"3";"BEdT 210";"Guillem de Berguedan";" ";" ";"Catalogna, Rossiglione";" "
"";"Scheda";"3";"BEdT 044";"Azar";" ";" ";"Provenza, Delfinato, Viennese, Valentinese";"Padre di Albertet (BEdT 016) secondo la biografia antica di quest'ultimo."
"";"Scheda";"3";"BEdT 004";"Ademar de Poitiers";" ";" ";"Provenza, Delfinato, Viennese, Valentinese";"Ademar de Poitiers, conte di Valentinois e Diois (1180-1230). La partecipazione a una tenzone con Raimbaut de Vaqueiras e Perdigo (BEdT 392,015 = BEdT 004,001 = BEdT 370,012a) è da collocarsi ancora entro il XII secolo, negli anni 1195-96 ca. (ossia durante l'ultimo soggiorno provenzale di Raimbaut), secondo Linskill 1964, p.19-20 cfr. Sakari 1995."
"";"Scheda";"3";"BEdT 012a";"Alamanda";" ";" ";"Guascogna, Comminges, Agenais (?)";"Guida 2001"
"";"Scheda";"3";"BEdT 015";"Albert marques (de Malaspina)";" ";" ";"Italia";" "
"";"Scheda";"3";"BEdT 021";"Amanieu de la Broqueira";" ";" ";"Guascogna, Comminges, Agenais";"Trovatore originario del paese omonimo, cantone di Saint-Bertrand-de-Comminges (Haute Garonne)."
"";"Scheda";"3";"BEdT 023";"Anfos";" ";" ";"Catalogna, Rossiglione";"Alfonso II re d'Aragona, conte di Barcellona e Provenza. L'identificazione è a rigore ipotetica e non certa per la tenzone con Giraut de Borneill, 242,022, dal momento che l'indicazione in rubrica Guirautz de borneill el reis daragon (così ad esempio in °K) può individuare anche il figlio Pietro II. Per la canzone vale senz'altro la vida trasmessa da °I°K."
"";"Scheda";"3";"BEdT 029";"Arnaut Daniel";"1175";"1200";"Poitou, Saintonge, Périgord";" "
"";"Scheda";"3";"BEdT 162";"Garin d'Apchier";" ";" ";"Alvernia, Vélay, Gévaudan, Vivarais";" "
"";"Scheda";"3";"BEdT 030";"Arnaut de Maroill";"1170";"1200";"Poitou, Saintonge, Périgord";" "
"";"Scheda";"3";"BEdT 155";"Folquet de Marseilla";" ";" ";"Provenza, Delfinato, Viennese, Valentinese";" "
"";"Scheda";"3";"BEdT 046";"Beatriz de Dia";" ";" ";"Provenza, Delfinato, Viennese, Valentinese";"Philippa de Faye, moglie di Adémar de Poitiers, secondo Sakari 1995"
"";"Scheda";"3";"BEdT 060";"Bernart de Durfort";" ";" ";"Quercy, Rouergue (?)";"signore di Bressac (presso Moissac, Tarn-et-Garonne). Potrebbe avere usato il senhal Albert , reciproco con Raimondo V di Tolosa (Marshall 1991, Gouiran 1990)"
"";"Scheda";"3";"BEdT 071";"Bernart de Venzac";" ";" ";"Quercy, Rouergue";"Guida 2004 riconosce il toponimo di origine in Veuzac, secondo la rubrica dell'unico testo presente in R, piuttosto che Venzac (grafia di C e del Breviari d'Amor). Cfr. però Di Girolamo 2009, p. 61-2."
"";"Scheda";"3";"BEdT 080";"Bertran de Born";"1175";"1200";"Poitou, Saintonge, Périgord";" "
"";"Scheda";"3";"BEdT 094";"Bischof von Bazas - Lo Vesques de Basaz";" ";"la canzone 094,001 è prob. il modello della tenzone 097,004 (388,003)";"Guascogna, Comminges, Agenais";"Guida 2002, sopr. pp. 93 sgg. identifica l'auore con il vescovo Galhart de La Mota, di nobile famiglia guascona, che resse la sede episcopale negli anni 1186-1213, morendo poi nel 1235."
"";"Scheda";"3";"BEdT 116";"Coine";" ";" ";"Francia";" "
"";"Scheda";"3";"BEdT 029a";"Arnaut Guillem de Marsan";" ";" ";"Guascogna, Comminges, Agenais";"Arnaut Guillem, co-signore di Marsan, signore di Roquefort e Montgaillard (Landes), documentato nell'ultimo terzo del 12 sec. e nei primi anni del 13 sec."
"";"Scheda";"3";"BEdT 414";"Rainaut de Pon";" ";" ";"Poitou, Saintonge, Périgord";"In realtà: de Pons , di cui era co-signore. Tra i personaggi di questo nome dell'inizio del XIII sec., Chabaneau (1881, 6-16 e Note additionnelle, p.31-2) sono possibili Rainaut morto nel 1228 (verso il quale Ch. in definitiva propende), importante signore coinvolto direttamente nelle vicende storiche della regione negli anni di Giovanni Senza Terra, ma anche lo zio omonimo di questi, anch'egli co-signore di Pons, figlio di un Pons attestato già nel 1157, e documentato a partire dal 1189 crociato in Oriente, sposò verso il 1200 Margarida de Montignac anch'egli figura di rilievo di quel periodo, fu tra l'altro siniscalco di Guascogna per conto di Giovanni Senza Terra negli anni 1210. Ogni sua traccia documentaria si perde dopo il 1228."
"";"Scheda";"3";"BEdT 366";"Peirol";" ";" ";"Alvernia, Vélay, Gévaudan, Vivarais";" "
"";"Scheda";"3";"BEdT 240";"Guiraudo lo Ros";" ";" ";"Linguadoca, Contea di Foix";" "
"";"Scheda";"3";"BEdT 377";"Pons de la Garda";" ";" ";"Catalogna, Rossiglione";"Coll i Alentorn 1957 ritiene che la forma più originariamente catalana del nome debba essere riconosciuta in Pons Saguàrdia ."
"";"Scheda";"3";"BEdT 392";"Raimbaut de Vaqueiras";" ";" ";"Provenza, Delfinato, Viennese, Valentinese";" "
"";"Scheda";"3";"BEdT 397";"Raimon de Durfort";" ";" ";"Quercy, Rouergue";" "
"";"Scheda";"3";"BEdT 245";"Guiraut de Luc";" ";" ";"non precisabile";" "
"";"Scheda";"3";"BEdT 406";"Raimon de Miraval";" ";" ";"Linguadoca, Contea di Foix";" "
"";"Scheda";"3";"BEdT 364";"Peire Vidal";" ";" ";"Linguadoca, Contea di Foix";"nato a Tolosa, di origini borghesi (fils d'un pelicer) nella seconda metà XII.Vida e due razos per De chantar m'era laissatz (364,16) e Pus tornatz sui em Proensa (364,37).Inizia la sua produzione poetica alla corte di Raimondo V di Tolosa (1148-1194).Dal 1185 è in Spagna alla corte di Alfonso II d'Aragona, conte di Barcellona e Provenza (1162-1192).Intorno al 1187 è in pellegrinaggio in Terra Santa, forse al seguito di Riccardo Cuor di Leone.Al ritorno è in Provenza alla corte di Raimon Jaufre Barral, visconte di Marsiglia dal 1178.Intorno al 1195 è alla corte di Bonifacio I del Monferrato.Succesivamente in Ungheria alla corte di Emmerico forse in occasione del matrimonio con Costanza d'Aragona.Dopo il 1198 è in Castiglia, quindi a Genova e poi a Malta al seguito del conte Enrico Pescatore. Dopo il 1206-7 non si hanno più notizie."
"";"Scheda";"3";"BEdT 420";"Richart I von England";" ";" ";"Poitou, Saintonge, Périgord";" "
"";"Scheda";"3";"BEdT 421";"Richart de Berbezill";" ";" ";"Poitou, Saintonge, Périgord";"La datazione 'antica' è accettata da Riquer 1975 e Bec 1979, nonché, implicitamente (vista la successione dei componimenti), da Jensen 1998 e da Paden & Paden 2008."
"";"Scheda";"3";"BEdT 430";"Sail d'Escola";" ";" ";"Poitou, Saintonge, Périgord";" "
"";"Scheda";"3";"BEdT 435";"Sifre";" ";" ";"Linguadoca, Contea di Foix";"Guida 1989 propone l'identificazione con un Sifre Durfort, appartenente alla nota famiglia signorile, che è attestato, già nonno e in età avanzata, in un documento del 1201"
"";"Scheda";"3";"BEdT 443";"Torcafol";" ";" ";"Alvernia, Vélay, Gévaudan, Vivarais";" "
"";"Scheda";"3";"BEdT 447";"Turc Malec";" ";" ";"Quercy, Rouergue (?)";" "
"";"Scheda";"3";"BEdT 404";"Raimon Jordan";" ";" ";"Quercy, Rouergue";" "
"";"Scheda";"3";"BEdT 314";"Ozil de Cadartz";" ";" ";"Quercy, Rouergue";"Guida 2002, p.30 sgg. propone l'identificazione del trovatore con un omonimo, cadetto della famiglia dei signori di Cadars, cant. de Naucelle, arr. di Rodez, ultimo dei figli di Bertran de Cadars. Ozil (Odil) è attestato per la prima volta in una donazione del 1160. Il primo dei fratelli, di nome Bertran, come il padre, scompare intorno al 1180, del secondo, Armand (Armancz) restano tracce documentarie che arrivano fin quasi al 1200 (Guida, p.31)."
"";"Scheda";"3";"BEdT 249";"Guiraut de Salaignac";" ";" ";"Poitou, Saintonge, Périgord";"v. anche Guillem de Salaignac (235) circa le forme del nome nelle rubriche dei mss. cfr. Strempel 1916, p.10-12. In particolare: Giraudos desalinac in °D 0296 (BEdT 249,005)."
"";"Scheda";"3";"BEdT 261a";"Jaufre de Pons";" ";" ";"Poitou, Saintonge, Périgord";"Come chiarito già da Chabaneau 1881, questo trovatore, interlocutore di Rainaut de Pons nella tenzone BEdT 414,001 non è in alcun modo identificabile con l'omonimo che è interlocutore di Guiraut Riquier in 261,001a (cfr. anche Betti 1998, p.172). Pertanto si sono distinti i due personaggi, unificati ancora in BdT sotto la sigla 261, mantenendo al secondo la sigla numerica 261, per non alterare il repertorio, e indicando con 261a il primo, più antico. Jaufre de Pons (non de Pon ), è identificato ipoteticamente (ma Chambers 1976-77, p.134 sembra cauto al proposito) col Jaufre, zio di Rainaut de Pons e co-signore di Pons, attestato per la prima volta in un documento di Riccardo, conte di Poitiers, del 1186 e morto prima del 1235 ((cfr. Chabaneau 1881, p.17 e Chambers, loc. cit.)."
"";"Scheda";"3";"BEdT 273";"Jordan Bonel, de Cofolen";" ";" ";"Poitou, Saintonge, Périgord";" "
"";"Scheda";"3";"BEdT 285";"Lanza marques";" ";" ";"Italia";"Manfredi I Lancia, marchese di Busca, attestato a partire dal 1168, morto tra il 1214 e 1215: fu padre di Bainca Lancia e quindi nonno di Manfredi re di Sicilia"
"";"Scheda";"3";"BEdT 295";"Maria de Ventadorn";" ";" ";"Limosino, Marche";" "
"";"Scheda";"3";"BEdT 375";"Pons de Capdoill";" ";" ";"Alvernia, Vélay, Gévaudan, Vivarais";" "
"";"Scheda";"3";"BEdT 305";"Monge de Montaudo";" ";" ";"Alvernia, Vélay, Gévaudan, Vivarais";" "
